deviceId,Name,Status,FDA Active,Last Code42 Heartbeat
1113460775764985675,Katie-C02FV1EMMD6M,Active,true,2023-07-28T14:46:22.081Z
1113466251522289238,Katie-FVFCRD8EMNHX,Active,true,2023-06-13T18:20:00.845Z
1108263102876790164,Katie-C02FV1EMMD6M,Active,true,2023-07-28T17:04:41.172Z
1113058037587044876,Katie-FVFCRD8EMNHX,Active,unknown,2023-05-15T20:18:39.949Z
1108542011068881524,Jamie-FVFH61DYQ6LT,Active,true,2023-07-28T05:27:32.711Z
998405498330005405,Kavitha-C02F622HMD6M,Active,true,2023-07-28T17:04:56.636Z
1108301482805210516,Kavitha-C02F622HMD6M,Active,true,2023-04-17T08:46:21.398Z
1013745425403008754,Stacey-H4TFW0M3Q6X5,Active,true,2023-07-28T14:38:59.505Z
1108541702188346772,Stacey-HWY4T37TR4,Active,true,2023-07-28T17:05:50.182Z
1108625819040162259,Stacey-H4TFW0M3Q6X5,Active,true,2023-07-28T17:39:37.853Z
1047670218642997525,Stacey-HWY4T37TR4,Active,true,2023-07-28T16:33:16.207Z
1025204906006166425,AmyLow-C02GD58FML85,Active,true,2023-07-28T17:24:28.352Z
1108406401790718224,Amy-C02GD58FML85,Active,true,2023-07-28T15:59:00.639Z
966522374921121364,Anne-C02CW6FVML85,Active,true,2023-07-28T17:34:12.852Z
1108270709175196276,Anne-C02CW6FVML85,Active,true,2023-07-28T17:11:48.788Z
1056223823874358320,Arianne-KH412F41RX,Active,true,2023-07-27T20:16:46.444Z
1122329221636396053,Ariannes-MacBook-Air,Active,true,2023-07-28T17:37:18.195Z
1122329214176348545,Arianne’s MacBook Air,Active,true,2023-07-28T17:20:18.827Z
1108556922363875092,Arianne-KH412F41RX,Active,true,2023-07-27T18:51:44.087Z
1113367575079709976,Ali-GJGHC7V4G1,Active,true,2023-07-28T17:14:02.121Z
1108151416196112851,Ariane-C02DP2F6MD6M,Active,true,2023-07-28T17:26:42.213Z
720387607163976546,Ariane-C02DP2F6MD6M,Active,true,2023-07-28T17:35:04.153Z
